NOC,Year,Sport,Medal,One_sum
Bohemia,1908,Fencing,No medal,17
Bohemia,1908,Gymnastics,No medal,2
Bohemia,1908,Tennis,No medal,6
Bohemia,1908,Wrestling,No medal,4
Canada,1908,Athletics,Gold,1
Canada,1908,Athletics,Silver,1
Canada,1908,Athletics,Bronze,4
Canada,1908,Athletics,No medal,46
Canada,1908,Cycling,Bronze,4
Canada,1908,Cycling,No medal,20
Canada,1908,Aquatics,No medal,1
Canada,1908,Fencing,No medal,1
Canada,1908,Gymnastics,No medal,2
Canada,1908,Lacrosse,Gold,12
Canada,1908,Rowing,Bronze,15
Canada,1908,Rowing,No medal,2
Canada,1908,Shooting,Gold,1
Canada,1908,Shooting,Silver,7
Canada,1908,Shooting,Bronze,6
Canada,1908,Shooting,No medal,17
Canada,1908,Aquatics,No medal,2
Canada,1908,Tennis,No medal,5
Canada,1908,Wrestling,Bronze,1
Denmark,1908,Athletics,No medal,13
Denmark,1908,Boxing,No medal,2
Denmark,1908,Fencing,No medal,14
Denmark,1908,Football,Silver,13
Denmark,1908,Gymnastics,No medal,24
Denmark,1908,Shooting,No medal,19
Denmark,1908,Aquatics,Silver,1
Denmark,1908,Aquatics,No medal,10
Denmark,1908,Wrestling,Bronze,3
Denmark,1908,Wrestling,No medal,8
Finland,1908,Athletics,Bronze,1
Finland,1908,Athletics,No medal,35
Finland,1908,Aquatics,No medal,3
Finland,1908,Gymnastics,Bronze,26
Finland,1908,Gymnastics,No medal,5
Finland,1908,Shooting,No medal,15
Finland,1908,Aquatics,No medal,5
Finland,1908,Wrestling,Gold,1
Finland,1908,Wrestling,Silver,1
Finland,1908,Wrestling,Bronze,1
Finland,1908,Wrestling,No medal,1
France,1908,Archery,Gold,1
France,1908,Archery,Silver,1
France,1908,Archery,Bronze,1
France,1908,Archery,No medal,22
France,1908,Athletics,Silver,1
France,1908,Athletics,Bronze,5
France,1908,Athletics,No medal,29
France,1908,Boxing,No medal,7
France,1908,Cycling,Gold,2
France,1908,Cycling,Silver,2
France,1908,Cycling,Bronze,2
France,1908,Cycling,No medal,59
France,1908,Fencing,Gold,8
France,1908,Fencing,Silver,1
France,1908,Fencing,Bronze,1
France,1908,Fencing,No medal,23
France,1908,Football,No medal,22
France,1908,Gymnastics,Bronze,1
France,1908,Gymnastics,No medal,58
France,1908,Field hockey,No medal,12
France,1908,Water Motorsports,Gold,1
France,1908,Sailing,Bronze,3
France,1908,Shooting,Bronze,10
France,1908,Shooting,No medal,42
France,1908,Aquatics,No medal,4
France,1908,Tennis,No medal,1
Germany,1908,Athletics,Silver,4
Germany,1908,Athletics,Bronze,1
Germany,1908,Athletics,No medal,32
Germany,1908,Cycling,Silver,4
Germany,1908,Cycling,Bronze,1
Germany,1908,Cycling,No medal,28
Germany,1908,Aquatics,Gold,1
Germany,1908,Aquatics,Silver,1
Germany,1908,Aquatics,Bronze,1
Germany,1908,Aquatics,No medal,4
Germany,1908,Fencing,No medal,27
Germany,1908,Gymnastics,No medal,11
Germany,1908,Field hockey,No medal,11
Germany,1908,Rowing,Bronze,3
Germany,1908,Shooting,No medal,1
Germany,1908,Aquatics,Gold,1
Germany,1908,Aquatics,No medal,4
Germany,1908,Tennis,Silver,1
Germany,1908,Tennis,No medal,8
Germany,1908,Wrestling,No medal,1
Great Britain,1908,Archery,Gold,2
Great Britain,1908,Archery,Silver,2
Great Britain,1908,Archery,Bronze,1
Great Britain,1908,Archery,No medal,45
Great Britain,1908,Athletics,Gold,11
Great Britain,1908,Athletics,Silver,7
Great Britain,1908,Athletics,Bronze,3
Great Britain,1908,Athletics,No medal,165
Great Britain,1908,Boxing,Gold,5
Great Britain,1908,Boxing,Silver,4
Great Britain,1908,Boxing,Bronze,5
Great Britain,1908,Boxing,No medal,18
Great Britain,1908,Cycling,Gold,8
Great Britain,1908,Cycling,Silver,4
Great Britain,1908,Cycling,Bronze,2
Great Britain,1908,Cycling,No medal,54
Great Britain,1908,Aquatics,No medal,17
Great Britain,1908,Fencing,Silver,6
Great Britain,1908,Fencing,No medal,26
Great Britain,1908,Football,Gold,11
Great Britain,1908,Gymnastics,Silver,1
Great Britain,1908,Gymnastics,No medal,64
Great Britain,1908,Field hockey,Gold,11
Great Britain,1908,Field hockey,Silver,12
Great Britain,1908,Field hockey,Bronze,22
Great Britain,1908,Jeu De Paume,Silver,1
Great Britain,1908,Jeu De Paume,Bronze,1
Great Britain,1908,Jeu De Paume,No medal,7
Great Britain,1908,Lacrosse,Silver,12
Great Britain,1908,Water Motorsports,Gold,6
Great Britain,1908,Water Motorsports,No medal,10
Great Britain,1908,Polo,Gold,4
Great Britain,1908,Polo,Silver,8
Great Britain,1908,Rackets,Gold,3
Great Britain,1908,Rackets,Silver,3
Great Britain,1908,Rackets,Bronze,4
Great Britain,1908,Rackets,No medal,2
Great Britain,1908,Rowing,Gold,16
Great Britain,1908,Rowing,Silver,7
Great Britain,1908,Rowing,Bronze,9
Great Britain,1908,Rugby,Silver,15
Great Britain,1908,Sailing,Gold,22
Great Britain,1908,Sailing,Silver,10
Great Britain,1908,Sailing,Bronze,5
Great Britain,1908,Sailing,No medal,3
Great Britain,1908,Shooting,Gold,14
Great Britain,1908,Shooting,Silver,15
Great Britain,1908,Shooting,Bronze,16
Great Britain,1908,Shooting,No medal,86
Great Britain,1908,Aquatics,Gold,7
Great Britain,1908,Aquatics,Silver,2
Great Britain,1908,Aquatics,Bronze,1
Great Britain,1908,Aquatics,No medal,28
Great Britain,1908,Tennis,Gold,8
Great Britain,1908,Tennis,Silver,7
Great Britain,1908,Tennis,Bronze,5
Great Britain,1908,Tennis,No medal,18
Great Britain,1908,Tug-Of-War,Gold,8
Great Britain,1908,Tug-Of-War,Silver,8
Great Britain,1908,Tug-Of-War,Bronze,8
Great Britain,1908,Aquatics,Gold,7
Great Britain,1908,Wrestling,Gold,3
Great Britain,1908,Wrestling,Silver,4
Great Britain,1908,Wrestling,Bronze,4
Great Britain,1908,Wrestling,No medal,57
Greece,1908,Athletics,Silver,3
Greece,1908,Athletics,No medal,21
Greece,1908,Cycling,No medal,2
Greece,1908,Shooting,Bronze,1
Greece,1908,Shooting,No medal,22
Hungary,1908,Athletics,Silver,1
Hungary,1908,Athletics,Bronze,5
Hungary,1908,Athletics,No medal,37
Hungary,1908,Fencing,Gold,6
Hungary,1908,Fencing,Silver,1
Hungary,1908,Fencing,No medal,9
Hungary,1908,Gymnastics,No medal,6
Hungary,1908,Rowing,Bronze,1
Hungary,1908,Rowing,No medal,10
Hungary,1908,Shooting,No medal,2
Hungary,1908,Aquatics,Silver,5
Hungary,1908,Aquatics,No medal,11
Hungary,1908,Tennis,No medal,5
Hungary,1908,Wrestling,Gold,1
Hungary,1908,Wrestling,No medal,7
Iceland,1908,Wrestling,No medal,1
Italy,1908,Athletics,Silver,1
Italy,1908,Athletics,No medal,21
Italy,1908,Cycling,No medal,9
Italy,1908,Aquatics,No medal,1
Italy,1908,Fencing,Silver,5
Italy,1908,Fencing,No medal,20
Italy,1908,Gymnastics,Gold,1
Italy,1908,Gymnastics,No medal,31
Italy,1908,Rowing,No medal,1
Italy,1908,Aquatics,No medal,6
Italy,1908,Wrestling,Gold,1
Netherlands,1908,Athletics,No medal,53
Netherlands,1908,Cycling,No medal,25
Netherlands,1908,Fencing,No medal,27
Netherlands,1908,Football,Bronze,12
Netherlands,1908,Gymnastics,No medal,39
Netherlands,1908,Rowing,Bronze,4
Netherlands,1908,Shooting,No medal,31
Netherlands,1908,Aquatics,No medal,7
Netherlands,1908,Tennis,No medal,4
Netherlands,1908,Aquatics,No medal,7
Netherlands,1908,Wrestling,No medal,9
Norway,1908,Athletics,Silver,1
Norway,1908,Athletics,Bronze,2
Norway,1908,Athletics,No medal,19
Norway,1908,Fencing,No medal,1
Norway,1908,Gymnastics,Silver,30
Norway,1908,Gymnastics,No medal,8
Norway,1908,Rowing,No medal,9
Norway,1908,Sailing,No medal,5
Norway,1908,Shooting,Gold,7
Norway,1908,Shooting,Bronze,1
Norway,1908,Shooting,No medal,19
Norway,1908,Wrestling,Silver,1
Russia,1908,Athletics,No medal,1
Russia,1908,Wrestling,Silver,2
Russia,1908,Wrestling,No medal,2
South Africa,1908,Athletics,Gold,1
South Africa,1908,Athletics,Silver,1
South Africa,1908,Athletics,No medal,7
South Africa,1908,Cycling,No medal,17
South Africa,1908,Fencing,No medal,2
South Africa,1908,Tennis,No medal,5
Sweden,1908,Athletics,Gold,2
Sweden,1908,Athletics,Bronze,3
Sweden,1908,Athletics,No medal,61
Sweden,1908,Cycling,No medal,8
Sweden,1908,Aquatics,Gold,1
Sweden,1908,Aquatics,Silver,1
Sweden,1908,Aquatics,Bronze,1
Sweden,1908,Aquatics,No medal,9
Sweden,1908,Fencing,No medal,11
Sweden,1908,Football,No medal,14
Sweden,1908,Gymnastics,Gold,38
Sweden,1908,Sailing,Silver,5
Sweden,1908,Sailing,No medal,8
Sweden,1908,Shooting,Gold,5
Sweden,1908,Shooting,Silver,10
Sweden,1908,Shooting,Bronze,1
Sweden,1908,Shooting,No medal,44
Sweden,1908,Aquatics,Bronze,2
Sweden,1908,Aquatics,No medal,17
Sweden,1908,Tennis,Bronze,3
Sweden,1908,Tennis,No medal,3
Sweden,1908,Tug-Of-War,No medal,8
Sweden,1908,Aquatics,Bronze,7
Sweden,1908,Wrestling,Gold,1
Sweden,1908,Wrestling,Silver,1
Sweden,1908,Wrestling,No medal,8
Switzerland,1908,Athletics,No medal,1
United States,1908,Archery,Bronze,1
United States,1908,Archery,No medal,1
United States,1908,Athletics,Gold,19
United States,1908,Athletics,Silver,14
United States,1908,Athletics,Bronze,8
United States,1908,Athletics,No medal,102
United States,1908,Cycling,No medal,6
United States,1908,Aquatics,Bronze,1
United States,1908,Aquatics,No medal,3
United States,1908,Jeu De Paume,Gold,1
United States,1908,Jeu De Paume,No medal,1
United States,1908,Shooting,Gold,11
United States,1908,Shooting,Silver,2
United States,1908,Shooting,Bronze,1
United States,1908,Shooting,No medal,19
United States,1908,Aquatics,Gold,1
United States,1908,Aquatics,Bronze,4
United States,1908,Aquatics,No medal,9
United States,1908,Tug-Of-War,No medal,8
United States,1908,Wrestling,Gold,2
United States,1908,Wrestling,No medal,4
Australasia,1912,Athletics,No medal,7
Australasia,1912,Rowing,No medal,10
Australasia,1912,Aquatics,Gold,2
Australasia,1912,Aquatics,Silver,2
Australasia,1912,Aquatics,Bronze,2
Australasia,1912,Aquatics,No medal,11
Australasia,1912,Tennis,Bronze,1
Austria,1912,Athletics,No medal,27
Austria,1912,Cycling,No medal,12
Austria,1912,Aquatics,No medal,1
Austria,1912,Fencing,Silver,7
Austria,1912,Fencing,Bronze,1
Austria,1912,Fencing,No medal,13
Austria,1912,Football,No medal,15
Austria,1912,Modern Pentathlon,No medal,1
Austria,1912,Rowing,No medal,6
Austria,1912,Shooting,No medal,15
Austria,1912,Aquatics,Bronze,4
Austria,1912,Aquatics,No medal,10
Austria,1912,Tennis,Silver,2
Austria,1912,Tennis,No medal,3
Austria,1912,Aquatics,No medal,7
Austria,1912,Wrestling,No medal,8
Belgium,1912,Athletics,No medal,3
Belgium,1912,Cycling,No medal,1
Belgium,1912,Equestrian,Bronze,1
Belgium,1912,Equestrian,No medal,14
Belgium,1912,Fencing,Gold,7
Belgium,1912,Fencing,Bronze,1
Belgium,1912,Fencing,No medal,22
Belgium,1912,Rowing,Silver,1
Belgium,1912,Rowing,No medal,5
Belgium,1912,Aquatics,No medal,6
Belgium,1912,Aquatics,Bronze,9
Belgium,1912,Wrestling,No medal,1
Bohemia,1912,Athletics,No medal,15
Bohemia,1912,Cycling,No medal,10
Bohemia,1912,Fencing,No medal,27
Bohemia,1912,Gymnastics,No medal,1
Bohemia,1912,Rowing,No medal,1
Bohemia,1912,Tennis,No medal,15
Bohemia,1912,Wrestling,No medal,4
Canada,1912,Athletics,Gold,1
Canada,1912,Athletics,Silver,2
Canada,1912,Athletics,Bronze,2
Canada,1912,Athletics,No medal,34
Canada,1912,Cycling,No medal,2
Canada,1912,Aquatics,No medal,3
Canada,1912,Rowing,Bronze,1
Canada,1912,Rowing,No medal,9
Canada,1912,Shooting,No medal,3
Canada,1912,Aquatics,Gold,2
Chile,1912,Athletics,No medal,10
Chile,1912,Cycling,No medal,8
Chile,1912,Equestrian,No medal,2
Chile,1912,Shooting,No medal,8
Denmark,1912,Athletics,No medal,21
Denmark,1912,Cycling,No medal,16
Denmark,1912,Equestrian,No medal,8
Denmark,1912,Fencing,Silver,1
Denmark,1912,Fencing,No medal,23
Denmark,1912,Football,Silver,15
Denmark,1912,Gymnastics,Silver,28
Denmark,1912,Gymnastics,Bronze,20
Denmark,1912,Gymnastics,No medal,6
Denmark,1912,Modern Pentathlon,No medal,4
Denmark,1912,Rowing,Gold,5
Denmark,1912,Rowing,Bronze,5
Denmark,1912,Rowing,No medal,6
Denmark,1912,Sailing,Silver,3
Denmark,1912,Shooting,Silver,1
Denmark,1912,Shooting,Bronze,7
Denmark,1912,Shooting,No medal,33
Denmark,1912,Aquatics,No medal,2
Denmark,1912,Tennis,Silver,1
Denmark,1912,Tennis,No medal,19
Denmark,1912,Wrestling,Bronze,1
Denmark,1912,Wrestling,No medal,8
Finland,1912,Athletics,Gold,6
Finland,1912,Athletics,Silver,11
Finland,1912,Athletics,Bronze,3
Finland,1912,Athletics,No medal,37
Finland,1912,Cycling,No medal,10
Finland,1912,Aquatics,No medal,11
Finland,1912,Football,No medal,13
Finland,1912,Gymnastics,Silver,20
Finland,1912,Gymnastics,No medal,5
Finland,1912,Rowing,No medal,6
Finland,1912,Sailing,Silver,7
Finland,1912,Sailing,Bronze,12
Finland,1912,Sailing,No medal,8
Finland,1912,Shooting,Bronze,5
Finland,1912,Shooting,No medal,33
Finland,1912,Aquatics,No medal,9
Finland,1912,Wrestling,Gold,3
Finland,1912,Wrestling,Silver,2
Finland,1912,Wrestling,Bronze,2
Finland,1912,Wrestling,No medal,30
France,1912,Athletics,Silver,5
France,1912,Athletics,No medal,51
France,1912,Cycling,No medal,24
France,1912,Equestrian,Gold,1
France,1912,Equestrian,Silver,4
France,1912,Equestrian,Bronze,1
France,1912,Equestrian,No medal,12
France,1912,Gymnastics,Silver,1
France,1912,Gymnastics,No medal,5
France,1912,Modern Pentathlon,No medal,2
France,1912,Rowing,No medal,19
France,1912,Sailing,Gold,3
France,1912,Shooting,Gold,2
France,1912,Shooting,No medal,63
France,1912,Aquatics,No medal,3
France,1912,Tennis,Gold,4
France,1912,Tennis,Bronze,4
France,1912,Tennis,No medal,4
France,1912,Aquatics,No medal,8
France,1912,Wrestling,No medal,6
Germany,1912,Athletics,Silver,2
Germany,1912,Athletics,No medal,54
Germany,1912,Cycling,No medal,22
Germany,1912,Aquatics,Gold,1
Germany,1912,Aquatics,Silver,2
Germany,1912,Aquatics,Bronze,1
Germany,1912,Aquatics,No medal,7
Germany,1912,Equestrian,Silver,6
Germany,1912,Equestrian,Bronze,4
Germany,1912,Equestrian,No medal,12
Germany,1912,Fencing,No medal,33
Germany,1912,Football,No medal,22
Germany,1912,Gymnastics,No medal,36
Germany,1912,Modern Pentathlon,No medal,1
Germany,1912,Rowing,Gold,5
Germany,1912,Rowing,Bronze,9
Germany,1912,Rowing,No medal,11
Germany,1912,Shooting,Silver,1
Germany,1912,Shooting,Bronze,6
Germany,1912,Shooting,No medal,18
Germany,1912,Aquatics,Gold,2
Germany,1912,Aquatics,Silver,6
Germany,1912,Aquatics,Bronze,2
Germany,1912,Aquatics,No medal,20
Germany,1912,Tennis,Gold,2
Germany,1912,Tennis,Silver,1
Germany,1912,Tennis,Bronze,1
Germany,1912,Tennis,No medal,9
Germany,1912,Wrestling,Silver,1
Germany,1912,Wrestling,No medal,13
Great Britain,1912,Athletics,Gold,5
Great Britain,1912,Athletics,Silver,1
Great Britain,1912,Athletics,Bronze,16
Great Britain,1912,Athletics,No medal,89
Great Britain,1912,Cycling,Silver,13
Great Britain,1912,Cycling,No medal,39
Great Britain,1912,Aquatics,Bronze,1
Great Britain,1912,Aquatics,No medal,3
Great Britain,1912,Equestrian,No medal,11
Great Britain,1912,Fencing,Silver,6
Great Britain,1912,Fencing,No medal,35
Great Britain,1912,Football,Gold,14
Great Britain,1912,Gymnastics,Bronze,23
Great Britain,1912,Gymnastics,No medal,6
Great Britain,1912,Modern Pentathlon,No medal,3
Great Britain,1912,Rowing,Gold,10
Great Britain,1912,Rowing,Silver,14
Great Britain,1912,Shooting,Gold,4
Great Britain,1912,Shooting,Silver,17
Great Britain,1912,Shooting,Bronze,10
Great Britain,1912,Shooting,No medal,54
Great Britain,1912,Aquatics,Gold,4
Great Britain,1912,Aquatics,Silver,2
Great Britain,1912,Aquatics,Bronze,6
Great Britain,1912,Aquatics,No medal,20
Great Britain,1912,Tennis,Gold,3
Great Britain,1912,Tennis,Silver,3
Great Britain,1912,Tennis,Bronze,3
Great Britain,1912,Tennis,No medal,16
Great Britain,1912,Tug-Of-War,Silver,8
Great Britain,1912,Aquatics,Gold,7
Great Britain,1912,Wrestling,No medal,12
Greece,1912,Athletics,Gold,1
Greece,1912,Athletics,Bronze,1
Greece,1912,Athletics,No medal,5
Greece,1912,Fencing,No medal,14
Greece,1912,Shooting,No medal,54
Greece,1912,Aquatics,No medal,1
Greece,1912,Wrestling,No medal,1
Hungary,1912,Athletics,Bronze,1
Hungary,1912,Athletics,No medal,47
Hungary,1912,Cycling,No medal,10
Hungary,1912,Fencing,Gold,9
Hungary,1912,Fencing,Silver,1
Hungary,1912,Fencing,Bronze,1
Hungary,1912,Fencing,No medal,19
Hungary,1912,Football,No medal,14
Hungary,1912,Gymnastics,Silver,16
Hungary,1912,Gymnastics,No medal,4
Hungary,1912,Rowing,No medal,11
Hungary,1912,Shooting,Gold,1
Hungary,1912,Shooting,No medal,33
Hungary,1912,Aquatics,No medal,15
Hungary,1912,Tennis,No medal,8
Hungary,1912,Aquatics,No medal,7
Hungary,1912,Wrestling,Bronze,1
Hungary,1912,Wrestling,No medal,9
Iceland,1912,Athletics,No medal,1
Iceland,1912,Wrestling,No medal,1
Italy,1912,Athletics,Bronze,1
Italy,1912,Athletics,No medal,24
Italy,1912,Aquatics,No medal,2
Italy,1912,Fencing,Gold,1
Italy,1912,Fencing,Silver,1
Italy,1912,Fencing,No medal,14
Italy,1912,Football,No medal,14
Italy,1912,Gymnastics,Gold,19
Italy,1912,Gymnastics,Bronze,1
Italy,1912,Gymnastics,No medal,4
Italy,1912,Aquatics,No medal,5
Italy,1912,Wrestling,No medal,6
Japan,1912,Athletics,No medal,4
Luxembourg,1912,Athletics,No medal,3
Luxembourg,1912,Gymnastics,No medal,41
Netherlands,1912,Athletics,No medal,2
Netherlands,1912,Fencing,Bronze,11
Netherlands,1912,Fencing,No medal,11
Netherlands,1912,Football,Bronze,15
Netherlands,1912,Modern Pentathlon,No medal,1
Netherlands,1912,Shooting,No medal,1
Netherlands,1912,Tennis,No medal,1
Netherlands,1912,Wrestling,No medal,3
Norway,1912,Athletics,Gold,1
Norway,1912,Athletics,No medal,36
Norway,1912,Cycling,No medal,12
Norway,1912,Aquatics,No medal,4
Norway,1912,Equestrian,No medal,4
Norway,1912,Fencing,No medal,14
Norway,1912,Football,No medal,12
Norway,1912,Gymnastics,Gold,24
Norway,1912,Gymnastics,Bronze,22
Norway,1912,Modern Pentathlon,No medal,2
Norway,1912,Rowing,Bronze,10
Norway,1912,Rowing,No medal,19
Norway,1912,Sailing,Gold,15
Norway,1912,Sailing,No medal,3
Norway,1912,Shooting,Silver,6
Norway,1912,Shooting,Bronze,1
Norway,1912,Shooting,No medal,47
Norway,1912,Aquatics,No medal,8
Norway,1912,Tennis,Bronze,1
Norway,1912,Tennis,No medal,13
Norway,1912,Wrestling,No medal,9
Portugal,1912,Athletics,No medal,5
Portugal,1912,Fencing,No medal,1
Portugal,1912,Wrestling,No medal,2
Russia,1912,Athletics,No medal,39
Russia,1912,Cycling,No medal,20
Russia,1912,Aquatics,No medal,1
Russia,1912,Equestrian,No medal,11
Russia,1912,Fencing,No medal,45
Russia,1912,Football,No medal,15
Russia,1912,Gymnastics,No medal,4
Russia,1912,Modern Pentathlon,No medal,5
Russia,1912,Rowing,Bronze,1
Russia,1912,Sailing,Bronze,7
Russia,1912,Sailing,No medal,10
Russia,1912,Shooting,Silver,4
Russia,1912,Shooting,Bronze,1
Russia,1912,Shooting,No medal,82
Russia,1912,Aquatics,No medal,6
Russia,1912,Tennis,No medal,3
Russia,1912,Wrestling,Silver,1
Russia,1912,Wrestling,No medal,10
Serbia,1912,Athletics,No medal,2
South Africa,1912,Athletics,Gold,1
South Africa,1912,Athletics,Silver,1
South Africa,1912,Athletics,No medal,11
South Africa,1912,Cycling,Gold,1
South Africa,1912,Fencing,No medal,3
South Africa,1912,Shooting,No medal,33
South Africa,1912,Aquatics,No medal,1
South Africa,1912,Tennis,Gold,3
South Africa,1912,Tennis,Silver,1
South Africa,1912,Tennis,No medal,1
Sweden,1912,Athletics,Gold,15
Sweden,1912,Athletics,Silver,12
Sweden,1912,Athletics,Bronze,6
Sweden,1912,Athletics,No medal,150
Sweden,1912,Cycling,Gold,12
Sweden,1912,Cycling,No medal,12
Sweden,1912,Aquatics,Gold,3
Sweden,1912,Aquatics,Silver,2
Sweden,1912,Aquatics,Bronze,2
Sweden,1912,Aquatics,No medal,36
Sweden,1912,Equestrian,Gold,10
Sweden,1912,Equestrian,Silver,1
Sweden,1912,Equestrian,Bronze,1
Sweden,1912,Equestrian,No medal,12
Sweden,1912,Fencing,No medal,28
Sweden,1912,Football,No medal,14
Sweden,1912,Gymnastics,Gold,24
Sweden,1912,Modern Pentathlon,Gold,1
Sweden,1912,Modern Pentathlon,Silver,1
Sweden,1912,Modern Pentathlon,Bronze,1
Sweden,1912,Modern Pentathlon,No medal,9
Sweden,1912,Rowing,Silver,5
Sweden,1912,Rowing,No medal,28
Sweden,1912,Sailing,Gold,8
Sweden,1912,Sailing,Silver,15
Sweden,1912,Sailing,Bronze,3
Sweden,1912,Sailing,No medal,15
Sweden,1912,Shooting,Gold,21
Sweden,1912,Shooting,Silver,12
Sweden,1912,Shooting,Bronze,9
Sweden,1912,Shooting,No medal,115
Sweden,1912,Aquatics,Silver,1
Sweden,1912,Aquatics,No medal,31
Sweden,1912,Tennis,Silver,4
Sweden,1912,Tennis,Bronze,2
Sweden,1912,Tennis,No medal,44
Sweden,1912,Tug-Of-War,Gold,8
Sweden,1912,Aquatics,Silver,7
Sweden,1912,Wrestling,Gold,1
Sweden,1912,Wrestling,Silver,2
Sweden,1912,Wrestling,Bronze,1
Sweden,1912,Wrestling,No medal,30
Switzerland,1912,Athletics,No medal,1
Turkey,1912,Athletics,No medal,7
United States,1912,Athletics,Gold,23
United States,1912,Athletics,Silver,14
United States,1912,Athletics,Bronze,12
United States,1912,Athletics,No medal,134
United States,1912,Cycling,Bronze,10
United States,1912,Cycling,No medal,8
United States,1912,Aquatics,No medal,6
United States,1912,Equestrian,Bronze,4
United States,1912,Equestrian,No medal,9
United States,1912,Fencing,No medal,30
United States,1912,Modern Pentathlon,No medal,1
United States,1912,Shooting,Gold,20
United States,1912,Shooting,Silver,7
United States,1912,Shooting,Bronze,9
United States,1912,Shooting,No medal,58
United States,1912,Aquatics,Gold,2
United States,1912,Aquatics,Silver,4
